,X,RefNum,agerange,age,job,marital,education,balance,housing,loan,month,date,duration,deposit,lead,product,qualified,contacted,won,loanvalue,NPS,contacted_and_won,qualified_and_contacted,lead_and_qualified
981,981,10024447,41-60,42,blue-collar,married,primary,803,yes,yes,september,9/1/2018,171,82.62,0,no product,0,0,0,3237,7,0,0,1
982,982,10024448,18-30,30,technician,single,secondary,102,yes,no,october,10/1/2018,614,39.97,0,no product,0,0,0,2558,7,0,0,1
983,983,10024449,31-40,33,entrepreneur,divorced,tertiary,188,yes,no,november,11/1/2018,118,56.95,0,no product,0,0,0,2298,7,0,0,1
984,984,10024450,41-60,46,admin.,divorced,secondary,207,yes,no,december,12/1/2018,485,159.02,0,no product,0,0,0,3397,7,0,0,1
985,985,10024451,41-60,51,blue-collar,married,primary,1466,yes,yes,january,1/1/2018,406,206.78,0,no product,0,0,0,2106,7,0,0,1
986,986,10024452,31-40,40,unemployed,single,secondary,350,yes,no,february,2/1/2018,287,68.1,0,no product,0,0,0,6530,7,0,0,1
987,987,10024453,41-60,50,admin.,married,secondary,159,yes,yes,march,3/1/2018,216,45.61,0,no product,0,0,0,6530,7,0,0,1
988,988,10024454,41-60,42,entrepreneur,married,tertiary,157,yes,yes,april,4/1/2018,650,43.75,0,no product,0,0,0,6530,7,0,0,1
989,989,10024455,31-40,38,technician,married,secondary,0,no,no,may,5/1/2018,55,52.94,0,no product,0,0,0,6530,7,0,0,1
990,990,10024456,31-40,36,admin.,single,primary,91,yes,no,june,6/1/2018,371,80.24,0,no product,0,0,0,6530,7,0,0,1
991,991,10024457,31-40,37,unemployed,divorced,primary,849,yes,no,july,7/1/2018,166,175.63,0,no product,0,0,0,6530,7,0,0,1
992,992,10024458,31-40,33,management,married,tertiary,436,yes,yes,august,8/1/2018,48,59.545,0,no product,0,0,0,6530,7,0,0,1
993,993,10024459,31-40,38,blue-collar,single,secondary,-1,yes,no,september,9/1/2018,72,52.68,0,no product,0,0,0,6530,7,0,0,1
994,994,10024460,41-60,52,blue-collar,married,tertiary,297,yes,yes,october,10/1/2018,55,88.02,1,unsecured ,1,-1,0,3237,7,0,-1,1
995,995,10024461,18-30,29,blue-collar,married,secondary,313,yes,no,november,11/1/2018,144,89.92,1,unsecured ,1,-1,0,2558,7,0,-1,1
996,996,10024462,31-40,37,blue-collar,married,primary,310,yes,no,december,12/1/2018,474,110.77,1,mortgage,1,-1,0,2298,7,0,-1,1
997,997,10024463,31-40,34,admin.,married,secondary,475,yes,no,january,1/1/2018,559,49.14,1,mortgage,1,-1,0,2877,7,0,-1,1
998,998,10024464,41-60,43,blue-collar,married,primary,61,yes,yes,february,2/1/2018,261,83.66,1,mortgage,1,-1,0,2226,7,0,-1,1
999,999,10024465,41-60,49,services,married,secondary,1377,yes,yes,march,3/1/2018,1101,80.16,1,mortgage,1,-1,0,2880,7,0,-1,1
1000,1000,10024466,31-40,33,technician,single,secondary,56,no,no,april,4/1/2018,236,52.94,1,mortgage,1,1,1,2434,9,1,1,1
1001,1001,10024467,41-60,47,admin.,married,unknown,0,yes,yes,may,5/1/2018,164,49.14,1,mortgage,1,1,1,4246,9,1,1,1
1002,1002,10024468,41-60,50,technician,married,secondary,73,no,yes,june,6/1/2018,93,63.36,1,auto ,1,1,1,5699,9,1,1,1
1003,1003,10024469,18-30,30,blue-collar,single,primary,660,yes,no,july,7/1/2018,912,52.68,1,unsecured ,1,1,1,5699,9,1,1,1
1004,1004,10024470,41-60,44,services,married,primary,-79,yes,yes,august,8/1/2018,179,58.46,0,no product,0,0,0,3237,7,0,0,1
1005,1005,10024471,41-60,44,blue-collar,divorced,secondary,558,yes,no,september,9/1/2018,485,126.11,0,no product,0,0,0,2558,7,0,0,1
1006,1006,10024472,18-30,30,services,single,secondary,342,yes,no,october,10/1/2018,206,58.46,0,no product,0,0,0,2298,7,0,0,1
1007,1007,10024473,31-40,40,blue-collar,married,unknown,-4,yes,no,november,11/1/2018,311,52.68,0,no product,0,0,0,6530,7,0,0,1
1008,1008,10024474,41-60,41,blue-collar,married,unknown,225,yes,yes,december,12/1/2018,690,70.75,0,no product,0,0,0,6530,7,0,0,1
1009,1009,10024475,31-40,34,blue-collar,married,primary,267,yes,no,january,1/1/2018,362,31.99,0,no product,0,0,0,6530,7,0,0,1
1010,1010,10024476,41-60,53,services,married,primary,46,yes,yes,february,2/1/2018,274,48.91,0,no product,0,0,0,6530,7,0,0,1
1011,1011,10024477,31-40,35,blue-collar,married,primary,624,yes,no,march,3/1/2018,163,239.92,0,no product,0,0,0,6530,7,0,0,1
1012,1012,10024478,31-40,34,technician,divorced,secondary,1107,yes,no,april,4/1/2018,345,229.91,0,no product,0,0,0,6530,7,0,0,1
1013,1013,10024479,31-40,39,admin.,single,secondary,573,yes,no,may,5/1/2018,329,139.24,0,no product,0,0,0,6530,7,0,0,1
1014,1014,10024480,31-40,39,management,single,tertiary,406,yes,no,june,6/1/2018,68,86.27,0,no product,0,0,0,6530,7,0,0,1
1015,1015,10024481,41-60,52,services,divorced,secondary,220,yes,no,july,7/1/2018,143,205.7,0,no product,0,0,0,6530,7,0,0,1
1016,1016,10024482,31-40,34,blue-collar,married,secondary,2308,yes,no,august,8/1/2018,1062,163.51,0,no product,0,0,0,6530,7,0,0,1
1017,1017,10024483,31-40,37,blue-collar,divorced,primary,139,yes,no,september,9/1/2018,71,65.2,0,no product,0,0,0,6530,7,0,0,1
1018,1018,10024484,31-40,39,admin.,married,secondary,367,yes,no,october,10/1/2018,106,92.21,0,no product,0,0,0,6530,7,0,0,1
1019,1019,10024485,41-60,52,entrepreneur,divorced,primary,278,yes,no,november,11/1/2018,688,72.84,0,no product,0,0,0,6530,7,0,0,1
1020,1020,10024486,31-40,35,blue-collar,married,primary,229,yes,no,december,12/1/2018,103,181.28,0,no product,0,0,0,6530,7,0,0,1
1021,1021,10024487,31-40,36,entrepreneur,married,tertiary,1722,yes,yes,january,1/1/2018,349,43.75,1,business,1,1,1,3251,9,1,1,1
1022,1022,10024488,41-60,48,technician,married,secondary,-500,yes,yes,february,2/1/2018,78,52.94,1,business,1,1,1,4324,9,1,1,1
1023,1023,10024489,31-40,31,admin.,divorced,secondary,308,yes,no,march,3/1/2018,194,162.28,1,business,1,1,1,3214,9,1,1,1
1024,1024,10024490,41-60,43,technician,divorced,tertiary,1026,yes,yes,april,4/1/2018,224,216.46,1,business,1,1,1,2362,9,1,1,1
1025,1025,10024491,41-60,43,blue-collar,single,primary,548,yes,no,may,5/1/2018,98,127.5,1,business,1,1,1,2353,9,1,1,1
1026,1026,10024492,31-40,39,blue-collar,married,secondary,356,yes,no,june,6/1/2018,607,69.75,1,business,1,1,1,3421,9,1,1,1
1027,1027,10024493,31-40,40,technician,married,primary,164,yes,no,july,7/1/2018,398,53.7,1,business,1,1,1,2353,9,1,1,1
1028,1028,10024494,41-60,58,management,married,tertiary,211,no,yes,august,8/1/2018,103,18.28,1,business,1,1,1,3421,9,1,1,1
1029,1029,10024495,31-40,31,blue-collar,married,primary,19,yes,no,september,9/1/2018,241,13.08,1,mortgage,1,1,1,3473,9,1,1,1
1030,1030,10024496,41-60,41,blue-collar,married,secondary,108,yes,yes,october,10/1/2018,203,52.65,1,mortgage,1,1,1,2345,9,1,1,1
1031,1031,10024497,31-40,37,management,married,tertiary,308,yes,yes,november,11/1/2018,96,13.4,1,mortgage,1,1,1,2362,9,1,1,1
1032,1032,10024498,41-60,44,services,divorced,secondary,7,yes,no,december,12/1/2018,238,3.06,1,mortgage,1,1,1,2353,9,1,1,1
1033,1033,10024499,31-40,37,technician,married,tertiary,16,yes,yes,january,1/1/2018,153,34,1,mortgage,1,1,1,3421,9,1,1,1
1034,1034,10024500,31-40,39,blue-collar,married,primary,867,yes,no,february,2/1/2018,481,141.47,1,mortgage,1,1,1,2342,9,1,1,1
1035,1035,10024501,41-60,41,blue-collar,single,secondary,277,yes,no,march,3/1/2018,2177,67.26,1,mortgage,1,1,1,4853,9,1,1,1
1036,1036,10024502,41-60,52,blue-collar,divorced,primary,196,yes,no,april,4/1/2018,119,77.21,1,mortgage,1,1,1,8675,9,1,1,1
1037,1037,10024503,18-30,29,blue-collar,single,primary,365,yes,no,may,5/1/2018,245,199.61,1,unsecured ,1,1,1,9764,9,1,1,1
1038,1038,10024504,41-60,60,blue-collar,divorced,secondary,1310,no,no,june,6/1/2018,152,142.5,1,unsecured ,1,1,1,2457,9,1,1,1
1039,1039,10024505,31-40,32,technician,married,secondary,186,no,no,july,7/1/2018,418,47.9,1,unsecured ,1,1,1,3678,9,1,1,1
1040,1040,10024506,41-60,50,services,single,primary,148,yes,no,august,8/1/2018,198,103.11,1,unsecured ,1,1,1,9765,9,1,1,1
1041,1041,10024507,41-60,56,blue-collar,married,primary,862,yes,yes,september,9/1/2018,198,160.59,1,unsecured ,1,1,1,7543,9,1,1,1
1042,1042,10024508,41-60,48,admin.,married,secondary,359,yes,yes,october,10/1/2018,374,75.39,1,unsecured ,1,1,1,6689,9,1,1,1
1043,1043,10024509,18-30,29,blue-collar,married,primary,190,no,no,november,11/1/2018,51,7.96,1,unsecured ,1,1,1,4376,9,1,1,1
1044,1044,10024510,31-40,40,blue-collar,married,secondary,4,yes,no,december,12/1/2018,263,52.68,1,unsecured ,1,1,1,6895,9,1,1,1
1045,1045,10024511,41-60,42,admin.,divorced,secondary,0,yes,no,january,1/1/2018,229,49.14,1,unsecured ,1,1,1,7632,9,1,1,1
1046,1046,10024512,31-40,34,blue-collar,married,secondary,42,yes,no,february,2/1/2018,154,95.49,1,unsecured ,1,1,1,9753,9,1,1,1
1047,1047,10024513,18-30,23,management,single,tertiary,2605,yes,no,march,3/1/2018,278,114.13,1,unsecured ,1,1,1,2257,9,1,1,1
1048,1048,10024514,18-30,30,technician,single,tertiary,60,yes,no,april,4/1/2018,306,22.14,1,unsecured ,1,1,1,6895,9,1,1,1
1049,1049,10024515,41-60,51,management,married,primary,98,yes,yes,may,5/1/2018,114,59.545,1,unsecured ,1,1,1,6895,9,1,1,1
1050,1050,10024516,41-60,52,technician,single,secondary,-181,yes,no,june,6/1/2018,94,52.94,1,unsecured ,1,1,1,7632,9,1,1,1
1051,1051,10024517,41-60,45,technician,married,secondary,118,yes,yes,july,7/1/2018,208,52.94,1,mortgage,1,1,1,6895,9,1,1,1
1052,1052,10024518,41-60,41,blue-collar,married,secondary,-15,yes,yes,august,8/1/2018,169,52.68,1,mortgage,1,1,1,7632,9,1,1,1
1053,1053,10024519,18-30,27,student,single,secondary,671,yes,no,september,9/1/2018,332,295.06,1,mortgage,1,1,1,9753,9,1,1,1
1054,1054,10024520,41-60,50,blue-collar,married,secondary,1557,yes,yes,october,10/1/2018,263,52.68,1,mortgage,1,1,1,8675,9,1,1,1
1055,1055,10024521,31-40,36,blue-collar,married,primary,-20,yes,no,november,11/1/2018,353,52.68,1,mortgage,1,1,1,9764,9,1,1,1
1056,1056,10024522,41-60,46,blue-collar,married,primary,323,yes,yes,december,12/1/2018,108,52.68,1,mortgage,1,1,1,2457,9,1,1,1
1057,1057,10024523,41-60,44,blue-collar,married,primary,-171,yes,yes,january,1/1/2018,441,52.68,1,mortgage,1,1,1,3678,9,1,1,1
1058,1058,10024524,41-60,47,blue-collar,married,secondary,438,yes,yes,february,2/1/2018,46,107.4,1,mortgage,1,1,1,9765,9,1,1,1
1059,1059,10024525,31-40,40,blue-collar,married,secondary,316,yes,no,march,3/1/2018,266,67.69,1,mortgage,1,1,1,6895,9,1,1,1
1060,1060,10024526,31-40,36,services,single,secondary,174,yes,no,april,4/1/2018,223,80.06,1,mortgage,1,1,1,7632,9,1,1,1
1061,1061,10024527,41-60,46,blue-collar,married,secondary,442,yes,yes,may,5/1/2018,105,170.15,1,mortgage,1,1,1,9753,9,1,1,1
1062,1062,10024528,41-60,58,technician,married,secondary,786,yes,yes,june,6/1/2018,165,52.94,1,mortgage,1,-1,0,2257,7,0,-1,1
1063,1063,10024529,18-30,30,technician,divorced,tertiary,-317,yes,no,july,7/1/2018,381,52.94,1,mortgage,1,-1,0,12353,7,0,-1,1
1064,1064,10024530,41-60,43,blue-collar,married,secondary,667,yes,yes,august,8/1/2018,228,52.68,1,mortgage,1,-1,0,6895,7,0,-1,1
1065,1065,10024531,18-30,29,services,single,secondary,-158,yes,no,september,9/1/2018,128,58.46,1,auto ,1,-1,0,7632,7,0,-1,1
1066,1066,10024532,41-60,41,management,married,tertiary,72,yes,yes,october,10/1/2018,764,18.65,1,auto ,1,1,1,9753,9,1,1,1
1067,1067,10024533,41-60,44,entrepreneur,married,primary,58,yes,yes,november,11/1/2018,113,43.75,1,auto ,1,1,1,2257,9,1,1,1
1068,1068,10024534,41-60,44,services,divorced,secondary,396,yes,no,december,12/1/2018,396,18.17,1,auto ,1,1,1,12353,9,1,1,1
1069,1069,10024535,41-60,59,blue-collar,married,primary,10,yes,yes,january,1/1/2018,133,49.05,1,auto ,1,1,1,2356,9,1,1,1
1070,1070,10024536,31-40,39,management,single,unknown,2887,yes,no,february,2/1/2018,42,59.545,1,auto ,1,1,1,7654,8,1,1,1
1071,1071,10024537,41-60,42,management,married,secondary,0,no,yes,march,3/1/2018,234,59.545,0,no product,0,0,0,7854,7,0,0,1
1072,1072,10024538,31-40,31,admin.,married,secondary,89,no,no,april,4/1/2018,297,19.26,0,no product,0,0,0,6895,7,0,0,1
1073,1073,10024539,18-30,29,unknown,single,primary,50,yes,no,may,5/1/2018,50,10.99,0,no product,0,0,0,7632,7,0,0,1
1074,1074,10024540,31-40,39,blue-collar,single,secondary,29,yes,no,june,6/1/2018,214,31.86,0,no product,0,0,0,9753,7,0,0,1
1075,1075,10024541,41-60,44,blue-collar,married,primary,420,yes,yes,july,7/1/2018,110,63.17,0,no product,0,0,0,2257,7,0,0,1
1076,1076,10024542,41-60,49,services,single,primary,114,yes,no,august,8/1/2018,99,58.89,0,no product,0,0,0,12353,7,0,0,1
1077,1077,10024543,31-40,39,housemaid,married,secondary,365,yes,no,september,9/1/2018,274,53.94,0,no product,0,0,0,2356,7,0,0,1
1078,1078,10024544,18-30,27,blue-collar,single,secondary,0,yes,no,october,10/1/2018,191,52.68,0,no product,0,0,0,7654,7,0,0,1
1079,1079,10024545,41-60,56,management,married,primary,-24,yes,yes,november,11/1/2018,305,59.545,0,no product,0,0,0,7854,7,0,0,1
1080,1080,10024546,41-60,43,technician,married,tertiary,743,yes,yes,december,12/1/2018,134,52.94,0,no product,0,0,0,8954,7,0,0,1
1081,1081,10024547,31-40,37,self-employed,married,primary,0,no,no,january,1/1/2018,112,23.035,0,no product,0,0,0,3678,7,0,0,1
1082,1082,10024548,41-60,54,technician,single,secondary,99,yes,no,february,2/1/2018,283,13.47,0,no product,0,0,0,4853,7,0,0,1
1083,1083,10024549,31-40,38,blue-collar,married,secondary,22,yes,no,march,3/1/2018,353,21.45,0,no product,0,0,0,8675,7,0,0,1
1084,1084,10024550,31-40,31,blue-collar,married,primary,251,yes,no,april,4/1/2018,212,113.42,0,no product,0,0,0,9764,7,0,0,1
1085,1085,10024551,31-40,34,blue-collar,married,secondary,615,yes,no,may,5/1/2018,225,83.49,0,no product,0,0,0,2457,7,0,0,1
1086,1086,10024552,31-40,35,admin.,married,primary,136,yes,no,june,6/1/2018,283,156.71,0,no product,0,0,0,3678,7,0,0,1
1087,1087,10024553,41-60,44,blue-collar,single,unknown,2167,yes,no,july,7/1/2018,1273,236.22,0,no product,0,0,0,9765,7,0,0,1
1088,1088,10024554,18-30,30,blue-collar,married,secondary,309,yes,no,august,8/1/2018,1574,75.44,0,no product,0,0,0,7543,7,0,0,1
1089,1089,10024555,41-60,51,technician,married,secondary,221,yes,yes,september,9/1/2018,139,76.89,0,no product,0,0,0,6895,7,0,0,1
1090,1090,10024556,31-40,37,blue-collar,married,primary,321,yes,no,october,10/1/2018,228,52.68,0,no product,0,0,0,7632,7,0,0,1
1091,1091,10024557,31-40,39,blue-collar,married,tertiary,-33,yes,yes,november,11/1/2018,62,52.68,0,no product,0,0,0,9753,7,0,0,1
1092,1092,10024558,31-40,33,management,single,tertiary,76,yes,no,december,12/1/2018,256,16.31,0,no product,0,0,0,6895,7,0,0,1
1093,1093,10024559,31-40,37,management,divorced,tertiary,42,yes,no,january,1/1/2018,564,16.31,0,no product,0,0,0,7632,7,0,0,1
1094,1094,10024560,41-60,46,blue-collar,single,secondary,76,yes,no,february,2/1/2018,245,90.49,0,no product,0,0,0,9753,7,0,0,1
1095,1095,10024561,31-40,32,admin.,married,secondary,1293,yes,no,march,3/1/2018,161,238.07,0,no product,0,0,0,6530,7,0,0,1
1096,1096,10024562,41-60,43,entrepreneur,married,primary,526,yes,yes,april,4/1/2018,79,195.62,0,no product,0,0,0,6530,7,0,0,1
1097,1097,10024563,41-60,59,housemaid,divorced,unknown,873,yes,no,may,5/1/2018,152,53.94,0,no product,0,0,0,6530,7,0,0,1
1098,1098,10024564,41-60,46,admin.,married,primary,40,yes,yes,june,6/1/2018,591,19.75,0,no product,0,0,0,6530,7,0,0,1
1099,1099,10024565,41-60,47,blue-collar,married,primary,117,yes,yes,july,7/1/2018,113,80.88,0,no product,0,0,0,6530,7,0,0,1
1100,1100,10024566,31-40,31,services,single,secondary,671,yes,no,august,8/1/2018,193,90.04,0,no product,0,0,0,6530,7,0,0,1
1101,1101,10024567,18-30,30,blue-collar,married,primary,145,yes,no,september,9/1/2018,299,147.77,0,no product,0,0,0,6530,7,0,0,1
1102,1102,10024568,31-40,38,blue-collar,married,primary,1807,no,no,october,10/1/2018,348,52.68,0,no product,0,0,0,6530,7,0,0,1
1103,1103,10024569,41-60,44,blue-collar,single,secondary,-212,yes,no,november,11/1/2018,103,52.68,0,no product,0,0,0,6530,7,0,0,1
1104,1104,10024570,41-60,52,technician,married,unknown,133,yes,yes,december,12/1/2018,253,79.2,0,no product,0,0,0,6530,7,0,0,1
1105,1105,10024571,18-30,29,services,single,secondary,566,no,no,january,1/1/2018,127,301.25,0,no product,0,0,0,6530,7,0,0,1
1106,1106,10024572,41-60,43,admin.,married,tertiary,1924,yes,yes,february,2/1/2018,244,152.47,0,no product,0,0,0,6530,7,0,0,1
1107,1107,10024573,41-60,47,technician,married,primary,145,yes,yes,march,3/1/2018,157,76.71,0,no product,0,0,0,6530,7,0,0,1
1108,1108,10024574,41-60,43,blue-collar,married,primary,487,yes,yes,april,4/1/2018,548,52.68,0,no product,0,0,0,6530,7,0,0,1
1109,1109,10024575,41-60,52,blue-collar,divorced,primary,-57,yes,no,may,5/1/2018,114,52.68,0,no product,0,0,0,6530,7,0,0,1
1110,1110,10024576,31-40,32,services,single,secondary,81,yes,no,june,6/1/2018,126,58.46,0,no product,0,0,0,6530,7,0,0,1
1111,1111,10024577,31-40,40,admin.,single,secondary,-227,yes,no,july,7/1/2018,161,49.14,0,no product,0,0,0,6530,7,0,0,1
1112,1112,10024578,41-60,57,technician,divorced,secondary,2710,yes,no,august,8/1/2018,333,148.77,0,no product,0,0,0,6530,7,0,0,1
1113,1113,10024579,18-30,30,services,divorced,secondary,98,yes,no,september,9/1/2018,155,100.22,0,no product,0,0,0,6530,7,0,0,1
1114,1114,10024580,41-60,48,blue-collar,married,secondary,1230,yes,yes,october,10/1/2018,152,89.41,0,no product,0,0,0,6530,7,0,0,1
1115,1115,10024581,41-60,46,blue-collar,married,secondary,78,yes,yes,november,11/1/2018,145,29.84,0,no product,0,0,0,6530,7,0,0,1
1116,1116,10024582,41-60,59,retired,divorced,primary,137,yes,no,december,12/1/2018,66,63.57,0,no product,0,0,0,6530,7,0,0,1
1117,1117,10024583,41-60,50,blue-collar,married,primary,354,yes,yes,january,1/1/2018,123,66.3,0,no product,0,0,0,6530,7,0,0,1
1118,1118,10024584,41-60,50,blue-collar,divorced,primary,149,yes,no,february,2/1/2018,74,39.55,0,no product,0,0,0,6530,7,0,0,1
1119,1119,10024585,31-40,33,blue-collar,divorced,secondary,126,yes,no,march,3/1/2018,248,52.68,0,no product,0,0,0,6530,7,0,0,1
1120,1120,10024586,31-40,39,technician,single,unknown,0,yes,no,april,4/1/2018,130,52.94,0,no product,0,0,0,6530,7,0,0,1
1121,1121,10024587,41-60,57,retired,divorced,secondary,8266,yes,no,may,5/1/2018,71,187.43,0,no product,0,0,0,6530,7,0,0,1
1122,1122,10024588,41-60,49,blue-collar,married,unknown,51,yes,yes,june,6/1/2018,984,33.11,0,no product,0,0,0,6530,7,0,0,1
1123,1123,10024589,41-60,41,blue-collar,married,primary,258,yes,yes,july,7/1/2018,252,50.15,0,no product,0,0,0,6530,7,0,0,1
