"","RefNum","agerange","age","job","marital","education","balance","housing","loan","month","date","duration","deposit","lead","product","qualified","contacted","won","loanvalue","NPS"
"1030",10024496,"41-60",41,"blue-collar","married","secondary",108,"yes","yes","october",2018-10-01,203,52.65,1,"mortgage",1,1,1,2345,9
"1031",10024497,"31-40",37,"management","married","tertiary",308,"yes","yes","november",2018-11-01,96,13.4,1,"mortgage",1,1,1,2362,9
"1032",10024498,"41-60",44,"services","divorced","secondary",7,"yes","no","december",2018-12-01,238,3.06,1,"mortgage",1,1,1,2353,9
"1033",10024499,"31-40",37,"technician","married","tertiary",16,"yes","yes","january",2018-01-01,153,34,1,"mortgage",1,1,1,3421,9
"1034",10024500,"31-40",39,"blue-collar","married","primary",867,"yes","no","february",2018-02-01,481,141.47,1,"mortgage",1,1,1,2342,9
"1035",10024501,"41-60",41,"blue-collar","single","secondary",277,"yes","no","march",2018-03-01,2177,67.26,1,"mortgage",1,1,1,4853,9
"1036",10024502,"41-60",52,"blue-collar","divorced","primary",196,"yes","no","april",2018-04-01,119,77.21,1,"mortgage",1,1,1,8675,9
"1037",10024503,"18-30",29,"blue-collar","single","primary",365,"yes","no","may",2018-05-01,245,199.61,1,"unsecured ",1,1,1,9764,9
"1038",10024504,"41-60",60,"blue-collar","divorced","secondary",1310,"no","no","june",2018-06-01,152,142.5,1,"unsecured ",1,1,1,2457,9
"1039",10024505,"31-40",32,"technician","married","secondary",186,"no","no","july",2018-07-01,418,47.9,1,"unsecured ",1,1,1,3678,9
"1040",10024506,"41-60",50,"services","single","primary",148,"yes","no","august",2018-08-01,198,103.11,1,"unsecured ",1,1,1,9765,9
"1041",10024507,"41-60",56,"blue-collar","married","primary",862,"yes","yes","september",2018-09-01,198,160.59,1,"unsecured ",1,1,1,7543,9
"1042",10024508,"41-60",48,"admin.","married","secondary",359,"yes","yes","october",2018-10-01,374,75.39,1,"unsecured ",1,1,1,6689,9
"1043",10024509,"18-30",29,"blue-collar","married","primary",190,"no","no","november",2018-11-01,51,7.96,1,"unsecured ",1,1,1,4376,9
"1044",10024510,"31-40",40,"blue-collar","married","secondary",4,"yes","no","december",2018-12-01,263,52.68,1,"unsecured ",1,1,1,6895,9
"1045",10024511,"41-60",42,"admin.","divorced","secondary",0,"yes","no","january",2018-01-01,229,49.14,1,"unsecured ",1,1,1,7632,9
"1046",10024512,"31-40",34,"blue-collar","married","secondary",42,"yes","no","february",2018-02-01,154,95.49,1,"unsecured ",1,1,1,9753,9
"1047",10024513,"18-30",23,"management","single","tertiary",2605,"yes","no","march",2018-03-01,278,114.13,1,"unsecured ",1,1,1,2257,9
"1048",10024514,"18-30",30,"technician","single","tertiary",60,"yes","no","april",2018-04-01,306,22.14,1,"unsecured ",1,1,1,6895,9
"1049",10024515,"41-60",51,"management","married","primary",98,"yes","yes","may",2018-05-01,114,59.545,1,"unsecured ",1,1,1,6895,9
"1050",10024516,"41-60",52,"technician","single","secondary",-181,"yes","no","june",2018-06-01,94,52.94,1,"unsecured ",1,1,1,7632,9
"1051",10024517,"41-60",45,"technician","married","secondary",118,"yes","yes","july",2018-07-01,208,52.94,1,"mortgage",1,1,1,6895,9
"1052",10024518,"41-60",41,"blue-collar","married","secondary",-15,"yes","yes","august",2018-08-01,169,52.68,1,"mortgage",1,1,1,7632,9
"1053",10024519,"18-30",27,"student","single","secondary",671,"yes","no","september",2018-09-01,332,295.06,1,"mortgage",1,1,1,9753,9
"1054",10024520,"41-60",50,"blue-collar","married","secondary",1557,"yes","yes","october",2018-10-01,263,52.68,1,"mortgage",1,1,1,8675,9
"1055",10024521,"31-40",36,"blue-collar","married","primary",-20,"yes","no","november",2018-11-01,353,52.68,1,"mortgage",1,1,1,9764,9
"1056",10024522,"41-60",46,"blue-collar","married","primary",323,"yes","yes","december",2018-12-01,108,52.68,1,"mortgage",1,1,1,2457,9
"1057",10024523,"41-60",44,"blue-collar","married","primary",-171,"yes","yes","january",2018-01-01,441,52.68,1,"mortgage",1,1,1,3678,9
"1058",10024524,"41-60",47,"blue-collar","married","secondary",438,"yes","yes","february",2018-02-01,46,107.4,1,"mortgage",1,1,1,9765,9
"1059",10024525,"31-40",40,"blue-collar","married","secondary",316,"yes","no","march",2018-03-01,266,67.69,1,"mortgage",1,1,1,6895,9
"1060",10024526,"31-40",36,"services","single","secondary",174,"yes","no","april",2018-04-01,223,80.06,1,"mortgage",1,1,1,7632,9
"1061",10024527,"41-60",46,"blue-collar","married","secondary",442,"yes","yes","may",2018-05-01,105,170.15,1,"mortgage",1,1,1,9753,9
"1062",10024528,"41-60",58,"technician","married","secondary",786,"yes","yes","june",2018-06-01,165,52.94,1,"mortgage",1,-1,0,2257,7
"1063",10024529,"18-30",30,"technician","divorced","tertiary",-317,"yes","no","july",2018-07-01,381,52.94,1,"mortgage",1,-1,0,12353,7
"1064",10024530,"41-60",43,"blue-collar","married","secondary",667,"yes","yes","august",2018-08-01,228,52.68,1,"mortgage",1,-1,0,6895,7
"1065",10024531,"18-30",29,"services","single","secondary",-158,"yes","no","september",2018-09-01,128,58.46,1,"auto ",1,-1,0,7632,7
"1066",10024532,"41-60",41,"management","married","tertiary",72,"yes","yes","october",2018-10-01,764,18.65,1,"auto ",1,1,1,9753,9
"1067",10024533,"41-60",44,"entrepreneur","married","primary",58,"yes","yes","november",2018-11-01,113,43.75,1,"auto ",1,1,1,2257,9
"1068",10024534,"41-60",44,"services","divorced","secondary",396,"yes","no","december",2018-12-01,396,18.17,1,"auto ",1,1,1,12353,9
"1069",10024535,"41-60",59,"blue-collar","married","primary",10,"yes","yes","january",2018-01-01,133,49.05,1,"auto ",1,1,1,2356,9
"1070",10024536,"31-40",39,"management","single","unknown",2887,"yes","no","february",2018-02-01,42,59.545,1,"auto ",1,1,1,7654,8
"1071",10024537,"41-60",42,"management","married","secondary",0,"no","yes","march",2018-03-01,234,59.545,0,"no product",0,0,0,7854,7
"1072",10024538,"31-40",31,"admin.","married","secondary",89,"no","no","april",2018-04-01,297,19.26,0,"no product",0,0,0,6895,7
"1073",10024539,"18-30",29,"unknown","single","primary",50,"yes","no","may",2018-05-01,50,10.99,0,"no product",0,0,0,7632,7
"1074",10024540,"31-40",39,"blue-collar","single","secondary",29,"yes","no","june",2018-06-01,214,31.86,0,"no product",0,0,0,9753,7
"1075",10024541,"41-60",44,"blue-collar","married","primary",420,"yes","yes","july",2018-07-01,110,63.17,0,"no product",0,0,0,2257,7
"1076",10024542,"41-60",49,"services","single","primary",114,"yes","no","august",2018-08-01,99,58.89,0,"no product",0,0,0,12353,7
"1077",10024543,"31-40",39,"housemaid","married","secondary",365,"yes","no","september",2018-09-01,274,53.94,0,"no product",0,0,0,2356,7
"1078",10024544,"18-30",27,"blue-collar","single","secondary",0,"yes","no","october",2018-10-01,191,52.68,0,"no product",0,0,0,7654,7
"1079",10024545,"41-60",56,"management","married","primary",-24,"yes","yes","november",2018-11-01,305,59.545,0,"no product",0,0,0,7854,7
"1080",10024546,"41-60",43,"technician","married","tertiary",743,"yes","yes","december",2018-12-01,134,52.94,0,"no product",0,0,0,8954,7
"1081",10024547,"31-40",37,"self-employed","married","primary",0,"no","no","january",2018-01-01,112,23.035,0,"no product",0,0,0,3678,7
"1082",10024548,"41-60",54,"technician","single","secondary",99,"yes","no","february",2018-02-01,283,13.47,0,"no product",0,0,0,4853,7
"1083",10024549,"31-40",38,"blue-collar","married","secondary",22,"yes","no","march",2018-03-01,353,21.45,0,"no product",0,0,0,8675,7
"1084",10024550,"31-40",31,"blue-collar","married","primary",251,"yes","no","april",2018-04-01,212,113.42,0,"no product",0,0,0,9764,7
"1085",10024551,"31-40",34,"blue-collar","married","secondary",615,"yes","no","may",2018-05-01,225,83.49,0,"no product",0,0,0,2457,7
"1086",10024552,"31-40",35,"admin.","married","primary",136,"yes","no","june",2018-06-01,283,156.71,0,"no product",0,0,0,3678,7
"1087",10024553,"41-60",44,"blue-collar","single","unknown",2167,"yes","no","july",2018-07-01,1273,236.22,0,"no product",0,0,0,9765,7
"1088",10024554,"18-30",30,"blue-collar","married","secondary",309,"yes","no","august",2018-08-01,1574,75.44,0,"no product",0,0,0,7543,7
"1089",10024555,"41-60",51,"technician","married","secondary",221,"yes","yes","september",2018-09-01,139,76.89,0,"no product",0,0,0,6895,7
"1090",10024556,"31-40",37,"blue-collar","married","primary",321,"yes","no","october",2018-10-01,228,52.68,0,"no product",0,0,0,7632,7
"1091",10024557,"31-40",39,"blue-collar","married","tertiary",-33,"yes","yes","november",2018-11-01,62,52.68,0,"no product",0,0,0,9753,7
"1092",10024558,"31-40",33,"management","single","tertiary",76,"yes","no","december",2018-12-01,256,16.31,0,"no product",0,0,0,6895,7
"1093",10024559,"31-40",37,"management","divorced","tertiary",42,"yes","no","january",2018-01-01,564,16.31,0,"no product",0,0,0,7632,7
"1094",10024560,"41-60",46,"blue-collar","single","secondary",76,"yes","no","february",2018-02-01,245,90.49,0,"no product",0,0,0,9753,7
"1095",10024561,"31-40",32,"admin.","married","secondary",1293,"yes","no","march",2018-03-01,161,238.07,0,"no product",0,0,0,6530,7
"1096",10024562,"41-60",43,"entrepreneur","married","primary",526,"yes","yes","april",2018-04-01,79,195.62,0,"no product",0,0,0,6530,7
"1097",10024563,"41-60",59,"housemaid","divorced","unknown",873,"yes","no","may",2018-05-01,152,53.94,0,"no product",0,0,0,6530,7
"1098",10024564,"41-60",46,"admin.","married","primary",40,"yes","yes","june",2018-06-01,591,19.75,0,"no product",0,0,0,6530,7
"1099",10024565,"41-60",47,"blue-collar","married","primary",117,"yes","yes","july",2018-07-01,113,80.88,0,"no product",0,0,0,6530,7
"1100",10024566,"31-40",31,"services","single","secondary",671,"yes","no","august",2018-08-01,193,90.04,0,"no product",0,0,0,6530,7
"1101",10024567,"18-30",30,"blue-collar","married","primary",145,"yes","no","september",2018-09-01,299,147.77,0,"no product",0,0,0,6530,7
"1102",10024568,"31-40",38,"blue-collar","married","primary",1807,"no","no","october",2018-10-01,348,52.68,0,"no product",0,0,0,6530,7
"1103",10024569,"41-60",44,"blue-collar","single","secondary",-212,"yes","no","november",2018-11-01,103,52.68,0,"no product",0,0,0,6530,7
"1104",10024570,"41-60",52,"technician","married","unknown",133,"yes","yes","december",2018-12-01,253,79.2,0,"no product",0,0,0,6530,7
"1105",10024571,"18-30",29,"services","single","secondary",566,"no","no","january",2018-01-01,127,301.25,0,"no product",0,0,0,6530,7
"1106",10024572,"41-60",43,"admin.","married","tertiary",1924,"yes","yes","february",2018-02-01,244,152.47,0,"no product",0,0,0,6530,7
"1107",10024573,"41-60",47,"technician","married","primary",145,"yes","yes","march",2018-03-01,157,76.71,0,"no product",0,0,0,6530,7
"1108",10024574,"41-60",43,"blue-collar","married","primary",487,"yes","yes","april",2018-04-01,548,52.68,0,"no product",0,0,0,6530,7
"1109",10024575,"41-60",52,"blue-collar","divorced","primary",-57,"yes","no","may",2018-05-01,114,52.68,0,"no product",0,0,0,6530,7
"1110",10024576,"31-40",32,"services","single","secondary",81,"yes","no","june",2018-06-01,126,58.46,0,"no product",0,0,0,6530,7
"1111",10024577,"31-40",40,"admin.","single","secondary",-227,"yes","no","july",2018-07-01,161,49.14,0,"no product",0,0,0,6530,7
"1112",10024578,"41-60",57,"technician","divorced","secondary",2710,"yes","no","august",2018-08-01,333,148.77,0,"no product",0,0,0,6530,7
"1113",10024579,"18-30",30,"services","divorced","secondary",98,"yes","no","september",2018-09-01,155,100.22,0,"no product",0,0,0,6530,7
"1114",10024580,"41-60",48,"blue-collar","married","secondary",1230,"yes","yes","october",2018-10-01,152,89.41,0,"no product",0,0,0,6530,7
"1115",10024581,"41-60",46,"blue-collar","married","secondary",78,"yes","yes","november",2018-11-01,145,29.84,0,"no product",0,0,0,6530,7
"1116",10024582,"41-60",59,"retired","divorced","primary",137,"yes","no","december",2018-12-01,66,63.57,0,"no product",0,0,0,6530,7
"1117",10024583,"41-60",50,"blue-collar","married","primary",354,"yes","yes","january",2018-01-01,123,66.3,0,"no product",0,0,0,6530,7
"1118",10024584,"41-60",50,"blue-collar","divorced","primary",149,"yes","no","february",2018-02-01,74,39.55,0,"no product",0,0,0,6530,7
"1119",10024585,"31-40",33,"blue-collar","divorced","secondary",126,"yes","no","march",2018-03-01,248,52.68,0,"no product",0,0,0,6530,7
"1120",10024586,"31-40",39,"technician","single","unknown",0,"yes","no","april",2018-04-01,130,52.94,0,"no product",0,0,0,6530,7
"1121",10024587,"41-60",57,"retired","divorced","secondary",8266,"yes","no","may",2018-05-01,71,187.43,0,"no product",0,0,0,6530,7
"1122",10024588,"41-60",49,"blue-collar","married","unknown",51,"yes","yes","june",2018-06-01,984,33.11,0,"no product",0,0,0,6530,7
"1123",10024589,"41-60",41,"blue-collar","married","primary",258,"yes","yes","july",2018-07-01,252,50.15,0,"no product",0,0,0,6530,7
